N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8748257950082351,0.8458886078171645,0.8559155540496601,0.3951734539969834,0.6560973072376485,0.4823608320879205
Model2,500,2,1,0.8484733307994425,0.8479066399955675,0.8455855496508989,0.4803921568627451,0.7104111815439396,0.5398244469721898
Model3,500,3,1,0.8616495629038389,0.8709651065792633,0.8624083000831911,0.5090497737556561,0.68151884036607,0.5673843805445269
Model4,500,1,2,0.9063727353351071,0.8924321642330917,0.8954264306873871,0.5603318250377074,0.7713099650807619,0.6262027327976916
Model5,500,2,2,0.9143544913214241,0.91906556715654,0.9105204913650403,0.6825037707390649,0.8239466556316213,0.708734512536724
Model6,500,3,2,0.9057392626377803,0.9242256046187782,0.91062174769769,0.6892911010558069,0.7819133126073403,0.7199565616378341
Model7,800,1,2,0.9035854554668694,0.9044110338959862,0.8933373779919052,0.5761689291101055,0.7938090373396232,0.6106090568712698
Model8,800,2,2,0.9151146585582162,0.9226159221266309,0.9167939030636209,0.7141779788838613,0.8308881328824577,0.7584563730726207
Model9,800,3,2,0.916508298492335,0.9303717668314595,0.9203234950735905,0.7405731523378583,0.822011751595379,0.7678550390785289
